"","name","introduced","deprecated","removed","value","type"
"413","CURLM_BAD_EASY_HANDLE","7.9.6",NA,NA,2,NA
"414","CURLM_BAD_HANDLE","7.9.6",NA,NA,1,NA
"415","CURLM_BAD_SOCKET","7.15.4",NA,NA,5,NA
"416","CURLM_CALL_MULTI_PERFORM","7.9.6",NA,NA,-1,NA
"417","CURLM_CALL_MULTI_SOCKET","7.15.5",NA,NA,-1,NA
"418","CURLM_INTERNAL_ERROR","7.9.6",NA,NA,4,NA
"419","CURLM_OK","7.9.6",NA,NA,0,NA
"420","CURLM_OUT_OF_MEMORY","7.9.6",NA,NA,3,NA
"421","CURLM_UNKNOWN_OPTION","7.15.4",NA,NA,6,NA
"422","CURLMOPT_CHUNK_LENGTH_PENALTY_SIZE","7.30.0",NA,NA,30010,NA
"423","CURLMOPT_CONTENT_LENGTH_PENALTY_SIZE","7.30.0",NA,NA,30009,NA
"424","CURLMOPT_MAX_HOST_CONNECTIONS","7.30.0",NA,NA,7,NA
"425","CURLMOPT_MAX_PIPELINE_LENGTH","7.30.0",NA,NA,8,NA
"426","CURLMOPT_MAX_TOTAL_CONNECTIONS","7.30.0",NA,NA,13,NA
"427","CURLMOPT_MAXCONNECTS","7.16.3",NA,NA,6,NA
"428","CURLMOPT_PIPELINING","7.16.0",NA,NA,3,NA
"429","CURLMOPT_PIPELINING_SERVER_BL","7.30.0",NA,NA,10012,NA
"430","CURLMOPT_PIPELINING_SITE_BL","7.30.0",NA,NA,10011,NA
"431","CURLMOPT_PUSHDATA","7.44.0",NA,NA,10015,NA
"432","CURLMOPT_PUSHFUNCTION","7.44.0",NA,NA,20014,NA
"433","CURLMOPT_SOCKETDATA","7.15.4",NA,NA,10002,NA
"434","CURLMOPT_SOCKETFUNCTION","7.15.4",NA,NA,20001,NA
"435","CURLMOPT_TIMERDATA","7.16.0",NA,NA,10005,NA
"436","CURLMOPT_TIMERFUNCTION","7.16.0",NA,NA,20004,NA
"437","CURLMSG_DONE","7.9.6",NA,NA,1,NA
"438","CURLMSG_NONE","7.9.6",NA,NA,0,NA
"439","CURLOPT_ACCEPT_ENCODING","7.21.6",NA,NA,10102,"string"
"440","CURLOPT_ACCEPTTIMEOUT_MS","7.24.0",NA,NA,212,"integer"
"441","CURLOPT_ADDRESS_SCOPE","7.19.0",NA,NA,171,"integer"
"442","CURLOPT_APPEND","7.17.0",NA,NA,50,"integer"
"443","CURLOPT_AUTOREFERER","7.1",NA,NA,58,"integer"
"444","CURLOPT_BUFFERSIZE","7.10",NA,NA,98,"integer"
"445","CURLOPT_CAINFO","7.4.2",NA,NA,10065,"string"
"446","CURLOPT_CAPATH","7.9.8",NA,NA,10097,"string"
"447","CURLOPT_CERTINFO","7.19.1",NA,NA,172,"integer"
"448","CURLOPT_CHUNK_BGN_FUNCTION","7.21.0",NA,NA,20198,"function"
"449","CURLOPT_CHUNK_DATA","7.21.0",NA,NA,10201,"string"
"450","CURLOPT_CHUNK_END_FUNCTION","7.21.0",NA,NA,20199,"function"
"451","CURLOPT_CLOSEFUNCTION","7.7","7.11.1","7.15.5",NA,"unknown"
"452","CURLOPT_CLOSEPOLICY","7.7","7.16.1",NA,72,"integer"
"453","CURLOPT_CLOSESOCKETDATA","7.21.7",NA,NA,10209,"string"
"454","CURLOPT_CLOSESOCKETFUNCTION","7.21.7",NA,NA,20208,"function"
"455","CURLOPT_CONNECT_ONLY","7.15.2",NA,NA,141,"integer"
"456","CURLOPT_CONNECT_TO","7.49.0",NA,NA,10243,"string"
"457","CURLOPT_CONNECTTIMEOUT","7.7",NA,NA,78,"integer"
"458","CURLOPT_CONNECTTIMEOUT_MS","7.16.2",NA,NA,156,"integer"
"459","CURLOPT_CONV_FROM_NETWORK_FUNCTION","7.15.4",NA,NA,20142,"function"
"460","CURLOPT_CONV_FROM_UTF8_FUNCTION","7.15.4",NA,NA,20144,"function"
"461","CURLOPT_CONV_TO_NETWORK_FUNCTION","7.15.4",NA,NA,20143,"function"
"462","CURLOPT_COOKIE","7.1",NA,NA,10022,"string"
"463","CURLOPT_COOKIEFILE","7.1",NA,NA,10031,"string"
"464","CURLOPT_COOKIEJAR","7.9",NA,NA,10082,"string"
"465","CURLOPT_COOKIELIST","7.14.1",NA,NA,10135,"string"
"466","CURLOPT_COOKIESESSION","7.9.7",NA,NA,96,"integer"
"467","CURLOPT_COPYPOSTFIELDS","7.17.1",NA,NA,10165,"string"
"468","CURLOPT_CRLF","7.1",NA,NA,27,"integer"
"469","CURLOPT_CRLFILE","7.19.0",NA,NA,10169,"string"
"470","CURLOPT_CUSTOMREQUEST","7.1",NA,NA,10036,"string"
"471","CURLOPT_DEBUGDATA","7.9.6",NA,NA,10095,"string"
"472","CURLOPT_DEBUGFUNCTION","7.9.6",NA,NA,20094,"function"
"473","CURLOPT_DEFAULT_PROTOCOL","7.45.0",NA,NA,10238,"string"
"474","CURLOPT_DIRLISTONLY","7.17.0",NA,NA,48,"integer"
"475","CURLOPT_DNS_CACHE_TIMEOUT","7.9.3",NA,NA,92,"integer"
"476","CURLOPT_DNS_INTERFACE","7.33.0",NA,NA,10221,"string"
"477","CURLOPT_DNS_LOCAL_IP4","7.33.0",NA,NA,10222,"string"
"478","CURLOPT_DNS_LOCAL_IP6","7.33.0",NA,NA,10223,"string"
"479","CURLOPT_DNS_SERVERS","7.24.0",NA,NA,10211,"string"
"480","CURLOPT_DNS_USE_GLOBAL_CACHE","7.9.3","7.11.1",NA,91,"integer"
"481","CURLOPT_EGDSOCKET","7.7",NA,NA,10077,"string"
"482","CURLOPT_ENCODING","7.10",NA,NA,10102,"string"
"483","CURLOPT_ERRORBUFFER","7.1",NA,NA,10010,"string"
