"","Symbol","ISIN","Description","Region","Classification","Curr","Type","Start"
"1971","DJW1NCG","","DJS Gl1800 PHdG USD (Price)","Global","Supersector","USD","Price","12-Nov-03"
"1972","DJW1NCGE","","DJS Gl1800 PHdG EUR (Price)","Global","Supersector","EUR","Price","12-Nov-03"
"1973","DJW1NCGR","","DJS Gl1800 PHdG EUR (Return)","Global","Supersector","EUR","Return","12-Nov-03"
"1974","DJW1NCGV","","DJS Gl1800 PHdG USD (Return)","Global","Supersector","USD","Return","12-Nov-03"
"1975","SXGREP","","DJS Gl1800 RealEst EUR (Price)","Global","Supersector","EUR","Price","22-Sep-08"
"1976","SXGRER","","DJS Gl1800 RealEst EUR (Return)","Global","Supersector","EUR","Return","22-Sep-08"
"1977","SXGREL","","DJS Gl1800 RealEst USD (Price)","Global","Supersector","USD","Price","22-Sep-08"
"1978","SXGREV","","DJS Gl1800 ReaEs USD (Return)","Global","Supersector","USD","Return","22-Sep-08"
"1979","DJW1RTS","","DJS Gl1800 Rtl USD (Price)","Global","Supersector","USD","Price","12-Nov-03"
"1980","DJW1RTSE","","DJS Gl1800 Rtl EUR (Price)","Global","Supersector","EUR","Price","12-Nov-03"
"1981","DJW1RTSR","","DJS Gl1800 Rtl EUR (Return)","Global","Supersector","EUR","Return","12-Nov-03"
"1982","DJW1RTSV","","DJS Gl1800 Rtl USD (Return)","Global","Supersector","USD","Return","12-Nov-03"
"1983","DJW1TEC","","DJS Gl1800 Tec USD (Price)","Global","Supersector","USD","Price","12-Nov-03"
"1984","DJW1TECE","","DJS Gl1800 Tec EUR (Price)","Global","Supersector","EUR","Price","12-Nov-03"
"1985","DJW1TECR","","DJS Gl1800 Tec EUR (Return)","Global","Supersector","EUR","Return","12-Nov-03"
"1986","DJW1TECV","","DJS Gl1800 Tec USD (Return)","Global","Supersector","USD","Return","12-Nov-03"
"1987","DJW1TLS","","DJS Gl1800 Tel USD (Price)","Global","Supersector","USD","Price","12-Nov-03"
"1988","DJW1TLSE","","DJS Gl1800 Tel EUR (Price)","Global","Supersector","EUR","Price","12-Nov-03"
"1989","DJW1TLSR","","DJS Gl1800 Tel EUR (Return)","Global","Supersector","EUR","Return","12-Nov-03"
"1990","DJW1TLSV","","DJS Gl1800 Tel USD (Return)","Global","Supersector","USD","Return","12-Nov-03"
"1991","DJW1CGS","","DJS Gl1800 TrLs USD (Price)","Global","Supersector","USD","Price","12-Nov-03"
"1992","DJW1CGSE","","DJS Gl1800 TrLs EUR (Price)","Global","Supersector","EUR","Price","12-Nov-03"
"1993","DJW1CGSR","","DJS Gl1800 TrLs EUR (Return)","Global","Supersector","EUR","Return","12-Nov-03"
"1994","DJW1CGSV","","DJS Gl1800 TrLs USD (Return)","Global","Supersector","USD","Return","12-Nov-03"
"1995","DJW1UTI","","DJS Gl1800 Util USD (Price)","Global","Supersector","USD","Price","12-Nov-03"
"1996","DJW1UTIE","","DJS Gl1800 Util EUR (Price)","Global","Supersector","EUR","Price","12-Nov-03"
"1997","DJW1UTIR","","DJS Gl1800 Util EUR (Return)","Global","Supersector","EUR","Return","12-Nov-03"
"1998","DJW1UTIV","","DJS Gl1800 Util USD (Return)","Global","Supersector","USD","Return","12-Nov-03"
"1999","TBNKF","CH0014277351","DJSN TMI Banks [8300] EUR (Price)","Nordic","Supersector","EUR","Price","15-Jul-02"
"2000","TBNKG","CH0014277401","DJSN TMI Banks [8300] EUR (Return)","Nordic","Supersector","EUR","Return","15-Jul-02"
"2001","TBNKH","CH0014277302","DJSN TMI Banks [8300] USD (Price)","Nordic","Supersector","USD","Price","15-Jul-02"
"2002","TBNKI","CH0014277336","DJSN TMI Banks [8300] USD (Return)","Nordic","Supersector","USD","Return","15-Jul-02"
"2003","TBNKX","CH0037485791","DJSN TMI Banks [8300] SEK (Price)","Nordic","Supersector","SEK","Price","21-Apr-08"
"2004","TBNKY","CH0037485809","DJSN TMI Banks [8300] SEK (Return)","Nordic","Supersector","SEK","Return","21-Apr-08"
"2005","TBNKNX","CH0037486641","DJSN TMI Banks [8300] NOK (Price)","Nordic","Supersector","NOK","Price","21-Apr-08"
"2006","TBNKNY","CH0037486674","DJSN TMI Banks [8300] NOK (Return)","Nordic","Supersector","NOK","Return","21-Apr-08"
"2007","TBNKDX","CH0037487474","DJSN TMI Banks [8300] DKK (Price)","Nordic","Supersector","DKK","Price","21-Apr-08"
"2008","TBNKDY","CH0037487490","DJSN TMI Banks [8300] DKK (Return)","Nordic","Supersector","DKK","Return","21-Apr-08"
"2009","TBASF","CH0014277583","DJSN TMI Bas Res [1700] EUR (Price)","Nordic","Supersector","EUR","Price","15-Jul-02"
"2010","TBASG","CH0014277591","DJSN TMI Bas Res [1700] EUR (Return)","Nordic","Supersector","EUR","Return","15-Jul-02"
"2011","TBASH","CH0014277500","DJSN TMI Bas Res [1700] USD (Price)","Nordic","Supersector","USD","Price","15-Jul-02"
"2012","TBASI","CH0014277575","DJSN TMI Bas Res [1700] USD (Return)","Nordic","Supersector","USD","Return","15-Jul-02"
"2013","TBASX","CH0037485825","DJSN TMI Bas Res [1700] SEK (Price)","Nordic","Supersector","SEK","Price","21-Apr-08"
"2014","TBASY","CH0037485858","DJSN TMI Bas Res [1700] SEK (Return)","Nordic","Supersector","SEK","Return","21-Apr-08"
"2015","TBASNX","CH0037486682","DJSN TMI Bas Res [1700] NOK (Price)","Nordic","Supersector","NOK","Price","21-Apr-08"
"2016","TBASNY","CH0037486690","DJSN TMI Bas Res [1700] NOK (Return)","Nordic","Supersector","NOK","Return","21-Apr-08"
"2017","TBASDX","CH0037487508","DJSN TMI Bas Res [1700] DKK (Price)","Nordic","Supersector","DKK","Price","21-Apr-08"
"2018","TBASDY","CH0037487516","DJSN TMI Bas Res [1700] DKK (Return)","Nordic","Supersector","DKK","Return","21-Apr-08"
"2019","TFSVF","CH0014278110","DJSN TMI Fin Svcs [8700] EUR (Price)","Nordic","Supersector","EUR","Price","15-Jul-02"
"2020","TFSVG","CH0014278136","DJSN TMI Fin Svcs [8700] EUR (Return)","Nordic","Supersector","EUR","Return","15-Jul-02"
"2021","TFSVH","CH0014278094","DJSN TMI Fin Svcs [8700] USD (Price)","Nordic","Supersector","USD","Price","15-Jul-02"
"2022","TFSVI","CH0014278102","DJSN TMI Fin Svcs [8700] USD (Return)","Nordic","Supersector","USD","Return","15-Jul-02"
"2023","TFSVX","CH0037485866","DJSN TMI Fin Svcs [8700] SEK (Price)","Nordic","Supersector","SEK","Price","21-Apr-08"
"2024","TFSVY","CH0037485890","DJSN TMI Fin Svcs [8700] SEK (Return)","Nordic","Supersector","SEK","Return","21-Apr-08"
"2025","TFSVNX","CH0037486708","DJSN TMI Fin Svcs [8700] NOK (Price)","Nordic","Supersector","NOK","Price","21-Apr-08"
"2026","TFSVNY","CH0037486724","DJSN TMI Fin Svcs [8700] NOK (Return)","Nordic","Supersector","NOK","Return","21-Apr-08"
"2027","TFSVDX","CH0037487524","DJSN TMI Fin Svcs [8700] DKK (Price)","Nordic","Supersector","DKK","Price","21-Apr-08"
"2028","TFSVDY","CH0037487532","DJSN TMI Fin Svcs [8700] DKK (Return)","Nordic","Supersector","DKK","Return","21-Apr-08"
"2029","THCRF","CH0014298597","DJSN TMI Hea Care [4500] EUR (Price)","Nordic","Supersector","EUR","Price","20-Nov-00"
"2030","THCRG","CH0014298639","DJSN TMI Hea Care [4500] EUR (Return)","Nordic","Supersector","EUR","Return","20-Nov-00"
"2031","THCRH","CH0014298548","DJSN TMI Hea Care [4500] USD (Price)","Nordic","Supersector","USD","Price","20-Nov-00"
"2032","THCRI","CH0014298571","DJSN TMI Hea Care [4500] USD (Return)","Nordic","Supersector","USD","Return","20-Nov-00"
"2033","THCRX","CH0037485403","DJSN TMI Hea Care [4500] SEK (Price)","Nordic","Supersector","SEK","Price","21-Apr-08"
"2034","THCRY","CH0037485429","DJSN TMI Hea Care [4500] SEK (Return)","Nordic","Supersector","SEK","Return","21-Apr-08"
"2035","THCRNX","CH0037486286","DJSN TMI Hea Care [4500] NOK (Price)","Nordic","Supersector","NOK","Price","21-Apr-08"
"2036","THCRNY","CH0037486294","DJSN TMI Hea Care [4500] NOK (Return)","Nordic","Supersector","NOK","Return","21-Apr-08"
"2037","THCRDX","CH0037487086","DJSN TMI Hea Care [4500] DKK (Price)","Nordic","Supersector","DKK","Price","21-Apr-08"
"2038","THCRDY","CH0037487094","DJSN TMI Hea Care [4500] DKK (Return)","Nordic","Supersector","DKK","Return","21-Apr-08"
"2039","TIGSF","CH0014278193","DJSN TMI Indus Gd [2700] EUR (Price)","Nordic","Supersector","EUR","Price","15-Jul-02"
"2040","TIGSG","CH0014278219","DJSN TMI Indus Gd [2700] EUR (Return)","Nordic","Supersector","EUR","Return","15-Jul-02"
"2041","TIGSH","CH0014278177","DJSN TMI Indus Gd [2700] USD (Price)","Nordic","Supersector","USD","Price","15-Jul-02"
"2042","TIGSI","CH0014278185","DJSN TMI Indus Gd [2700] USD (Return)","Nordic","Supersector","USD","Return","15-Jul-02"
"2043","TIGSX","CH0037485924","DJSN TMI Indus Gd [2700] SEK (Price)","Nordic","Supersector","SEK","Price","21-Apr-08"
"2044","TIGSY","CH0037485932","DJSN TMI Indus Gd [2700] SEK (Return)","Nordic","Supersector","SEK","Return","21-Apr-08"
"2045","TIGSNX","CH0037486740","DJSN TMI Indus Gd [2700] NOK (Price)","Nordic","Supersector","NOK","Price","21-Apr-08"
"2046","TIGSNY","CH0037486765","DJSN TMI Indus Gd [2700] NOK (Return)","Nordic","Supersector","NOK","Return","21-Apr-08"
"2047","TIGSDX","CH0037487540","DJSN TMI Indus Gd [2700] DKK (Price)","Nordic","Supersector","DKK","Price","21-Apr-08"
"2048","TIGSDY","CH0037487557","DJSN TMI Indus Gd [2700] DKK (Return)","Nordic","Supersector","DKK","Return","21-Apr-08"
"2049","TINSF","CH0014292061","DJSN TMI Insur [8500] EUR (Price)","Nordic","Supersector","EUR","Price","15-Jul-02"
"2050","TINSG","CH0014292095","DJSN TMI Insur [8500] EUR (Return)","Nordic","Supersector","EUR","Return","15-Jul-02"
"2051","TINSH","CH0014292046","DJSN TMI Insur [8500] USD (Price)","Nordic","Supersector","USD","Price","15-Jul-02"
"2052","TINSI","CH0014292053","DJSN TMI Insur [8500] USD (Return)","Nordic","Supersector","USD","Return","15-Jul-02"
"2053","TINSX","CH0037485940","DJSN TMI Insur [8500] SEK (Price)","Nordic","Supersector","SEK","Price","21-Apr-08"
"2054","TINSY","CH0037485957","DJSN TMI Insur [8500] SEK (Return)","Nordic","Supersector","SEK","Return","21-Apr-08"
"2055","TINSNX","CH0037486773","DJSN TMI Insur [8500] NOK (Price)","Nordic","Supersector","NOK","Price","21-Apr-08"
"2056","TINSNY","CH0037486781","DJSN TMI Insur [8500] NOK (Return)","Nordic","Supersector","NOK","Return","21-Apr-08"
"2057","TINSDX","CH0037487573","DJSN TMI Insur [8500] DKK (Price)","Nordic","Supersector","DKK","Price","21-Apr-08"
"2058","TINSDY","CH0037487581","DJSN TMI Insur [8500] DKK (Return)","Nordic","Supersector","DKK","Return","21-Apr-08"
"2059","TMDIF","CH0014292228","DJSN TMI Media [5500] EUR (Price)","Nordic","Supersector","EUR","Price","15-Jul-02"
"2060","TMDIG","CH0014292236","DJSN TMI Media [5500] EUR (Return)","Nordic","Supersector","EUR","Return","15-Jul-02"
"2061","TMDIH","CH0014292160","DJSN TMI Media [5500] USD (Price)","Nordic","Supersector","USD","Price","15-Jul-02"
"2062","TMDII","CH0014292202","DJSN TMI Media [5500] USD (Return)","Nordic","Supersector","USD","Return","15-Jul-02"
"2063","TMDIX","CH0037485965","DJSN TMI Media [5500] SEK (Price)","Nordic","Supersector","SEK","Price","21-Apr-08"
"2064","TMDIY","CH0037485981","DJSN TMI Media [5500] SEK (Return)","Nordic","Supersector","SEK","Return","21-Apr-08"
"2065","TMDINX","CH0037486807","DJSN TMI Media [5500] NOK (Price)","Nordic","Supersector","NOK","Price","21-Apr-08"
"2066","TMDINY","CH0037486815","DJSN TMI Media [5500] NOK (Return)","Nordic","Supersector","NOK","Return","21-Apr-08"
"2067","TMDIDX","CH0037487599","DJSN TMI Media [5500] DKK (Price)","Nordic","Supersector","DKK","Price","21-Apr-08"
"2068","TMDIDY","CH0037487607","DJSN TMI Media [5500] DKK (Return)","Nordic","Supersector","DKK","Return","21-Apr-08"
"2069","T3700M","CH0019121265","DJSN TMI Pr&Ho Gd [3700] USD (Price)","Nordic","Supersector","USD","Price","20-Sep-04"
"2070","T3700N","CH0019121257","DJSN TMI Pr&Ho Gd [3700] EUR (Price)","Nordic","Supersector","EUR","Price","20-Sep-04"
"2071","T3700Q","CH0019121273","DJSN TMI Pr&Ho Gd [3700] EUR (Return)","Nordic","Supersector","EUR","Return","20-Sep-04"
"2072","T3700S","CH0019121331","DJSN TMI Pr&Ho Gd [3700] USD (Return)","Nordic","Supersector","USD","Return","20-Sep-04"
"2073","T370X","CH0037486047","DJSN TMI Pr&Ho Gd [3700] SEK (Price)","Nordic","Supersector","SEK","Price","21-Apr-08"
"2074","T370Y","CH0037486054","DJSN TMI Pr&Ho Gd [3700] SEK (Return)","Nordic","Supersector","SEK","Return","21-Apr-08"
"2075","T370NX","CH0037486898","DJSN TMI Pr&Ho Gd [3700] NOK (Price)","Nordic","Supersector","NOK","Price","21-Apr-08"
"2076","T370NY","CH0037486906","DJSN TMI Pr&Ho Gd [3700] NOK (Return)","Nordic","Supersector","NOK","Return","21-Apr-08"
"2077","T370DX","CH0037487656","DJSN TMI Pr&Ho Gd [3700] DKK (Price)","Nordic","Supersector","DKK","Price","21-Apr-08"
"2078","T370DY","CH0037487672","DJSN TMI Pr&Ho Gd [3700] DKK (Return)","Nordic","Supersector","DKK","Return","21-Apr-08"
"2079","T8600N","CH0043941191","DJSN TMI Rea Es [8600] EUR (Price)","Nordic","Supersector","EUR","Price","22-Sep-08"
"2080","T8600Q","CH0043941209","DJSN TMI Rea Es [8600] EUR (Return)","Nordic","Supersector","EUR","Return","22-Sep-08"
"2081","T8600M","CH0043941217","DJSN TMI Rea Es [8600] USD (Price)","Nordic","Supersector","USD","Price","22-Sep-08"
"2082","T8600S","CH0043941233","DJSN TMI Rea Es [8600] USD (Return)","Nordic","Supersector","USD","Return","22-Sep-08"
"2083","T8600X","CH0043941241","DJSN TMI Rea Es [8600] SEK (Price)","Nordic","Supersector","SEK","Price","22-Sep-08"
"2084","T8600Y","CH0043941266","DJSN TMI Rea Es [8600] SEK (Return)","Nordic","Supersector","SEK","Return","22-Sep-08"
"2085","T860NX","CH0043941282","DJSN TMI Rea Es [8600] NOK (Price)","Nordic","Supersector","NOK","Price","22-Sep-08"
"2086","T860NY","CH0043941308","DJSN TMI Rea Es [8600] NOK (Return)","Nordic","Supersector","NOK","Return","22-Sep-08"
"2087","T860DX","CH0043941316","DJSN TMI Rea Es [8600] DKK (Price)","Nordic","Supersector","DKK","Price","22-Sep-08"
"2088","T860DY","CH0043941324","DJSN TMI Rea Es [8600] DKK (Return)","Nordic","Supersector","DKK","Return","22-Sep-08"
"2089","TTECF","CH0014299553","DJSN TMI Tech [9500] EUR (Price)","Nordic","Supersector","EUR","Price","20-Nov-00"
"2090","TTECG","CH0014299629","DJSN TMI Tech [9500] EUR (Return)","Nordic","Supersector","EUR","Return","20-Nov-00"
"2091","TTECH","CH0014299041","DJSN TMI Tech [9500] USD (Price)","Nordic","Supersector","USD","Price","20-Nov-00"
"2092","TTECI","CH0014299504","DJSN TMI Tech [9500] USD (Return)","Nordic","Supersector","USD","Return","20-Nov-00"
"2093","TTECX","CH0037485445","DJSN TMI Tech [9500] SEK (Price)","Nordic","Supersector","SEK","Price","21-Apr-08"
"2094","TTECY","CH0037485452","DJSN TMI Tech [9500] SEK (Return)","Nordic","Supersector","SEK","Return","21-Apr-08"
"2095","TTECNX","CH0037486302","DJSN TMI Tech [9500] NOK (Price)","Nordic","Supersector","NOK","Price","21-Apr-08"
"2096","TTECNY","CH0037486336","DJSN TMI Tech [9500] NOK (Return)","Nordic","Supersector","NOK","Return","21-Apr-08"
"2097","TTECDX","CH0037487110","DJSN TMI Tech [9500] DKK (Price)","Nordic","Supersector","DKK","Price","21-Apr-08"
"2098","TTECDY","CH0037487128","DJSN TMI Tech [9500] DKK (Return)","Nordic","Supersector","DKK","Return","21-Apr-08"
"2099","TTLSF","CH0014299785","DJSN TMI Telecom [6500] EUR (Price)","Nordic","Supersector","EUR","Price","20-Nov-00"
"2100","TTLSG","CH0014299801","DJSN TMI Telecom [6500] EUR (Return)","Nordic","Supersector","EUR","Return","20-Nov-00"
"2101","TTLSH","CH0014299686","DJSN TMI Telecom [6500] USD (Price)","Nordic","Supersector","USD","Price","20-Nov-00"
"2102","TTLSI","CH0014299751","DJSN TMI Telecom [6500] USD (Return)","Nordic","Supersector","USD","Return","20-Nov-00"
"2103","TTLSX","CH0037485460","DJSN TMI Telecom [6500] SEK (Price)","Nordic","Supersector","SEK","Price","21-Apr-08"
"2104","TTLSY","CH0037485544","DJSN TMI Telecom [6500] SEK (Return)","Nordic","Supersector","SEK","Return","21-Apr-08"
"2105","TTLSNX","CH0037486351","DJSN TMI Telecom [6500] NOK (Price)","Nordic","Supersector","NOK","Price","21-Apr-08"
"2106","TTLSNY","CH0037486377","DJSN TMI Telecom [6500] NOK (Return)","Nordic","Supersector","NOK","Return","21-Apr-08"
"2107","TTLSDX","CH0037487136","DJSN TMI Telecom [6500] DKK (Price)","Nordic","Supersector","DKK","Price","21-Apr-08"
"2108","TTLSDY","CH0037487151","DJSN TMI Telecom [6500] DKK (Return)","Nordic","Supersector","DKK","Return","21-Apr-08"
"2109","T5700M","CH0019121570","DJSN TMI Trv&Lsr [5700] USD (Price)","Nordic","Supersector","USD","Price","20-Sep-04"
"2110","T5700N","CH0019121521","DJSN TMI Trv&Lsr [5700] EUR (Price)","Nordic","Supersector","EUR","Price","20-Sep-04"
"2111","T5700Q","CH0019121653","DJSN TMI Trv&Lsr [5700] EUR (Return)","Nordic","Supersector","EUR","Return","20-Sep-04"
"2112","T5700S","CH0019121703","DJSN TMI Trv&Lsr [5700] USD (Return)","Nordic","Supersector","USD","Return","20-Sep-04"
"2113","T570X","CH0037486062","DJSN TMI Trv&Lsr [5700] SEK (Price)","Nordic","Supersector","SEK","Price","21-Apr-08"
"2114","T570Y","CH0037486070","DJSN TMI Trv&Lsr [5700] SEK (Return)","Nordic","Supersector","SEK","Return","21-Apr-08"
"2115","T570NX","CH0037486914","DJSN TMI Trv&Lsr [5700] NOK (Price)","Nordic","Supersector","NOK","Price","21-Apr-08"
"2116","T570NY","CH0037486922","DJSN TMI Trv&Lsr [5700] NOK (Return)","Nordic","Supersector","NOK","Return","21-Apr-08"
"2117","T570DX","CH0037487680","DJSN TMI Trv&Lsr [5700] DKK (Price)","Nordic","Supersector","DKK","Price","21-Apr-08"
"2118","T570DY","CH0037487706","DJSN TMI Trv&Lsr [5700] DKK (Return)","Nordic","Supersector","DKK","Return","21-Apr-08"
"2119","BATL","CH0009093862","DJS TMI Aut&Prt [3300] USD (Price)","Europe","Supersector","USD","Price","20-Nov-00"
"2120","BATP","CH0009093821","DJS TMI Aut&Prt [3300] EUR (Price)","Europe","Supersector","EUR","Price","20-Nov-00"
"2121","BATR","CH0009093870","DJS TMI Aut&Prt [3300] EUR (Return)","Europe","Supersector","EUR","Return","20-Nov-00"
"2122","BATV","CH0009093896","DJS TMI Aut&Prt [3300] USD (Return)","Europe","Supersector","USD","Return","20-Nov-00"
"2123","BBAL","CH0009094589","DJS TMI Banks [8300] USD (Price)","Europe","Supersector","USD","Price","20-Nov-00"
"2124","BBAP","CH0009094316","DJS TMI Banks [8300] EUR (Price)","Europe","Supersector","EUR","Price","20-Nov-00"
"2125","BBAR","CH0009094704","DJS TMI Banks [8300] EUR (Return)","Europe","Supersector","EUR","Return","20-Nov-00"
"2126","BBAV","CH0009094779","DJS TMI Banks [8300] USD (Return)","Europe","Supersector","USD","Return","20-Nov-00"
"2127","BBSL","CH0009095487","DJS TMI Bas Res [1700] USD (Price)","Europe","Supersector","USD","Price","20-Nov-00"
"2128","BBSP","CH0009095222","DJS TMI Bas Res [1700] EUR (Price)","Europe","Supersector","EUR","Price","20-Nov-00"
"2129","BBSR","CH0009095552","DJS TMI Bas Res [1700] EUR (Return)","Europe","Supersector","EUR","Return","20-Nov-00"
"2130","BBSV","CH0009095578","DJS TMI Bas Res [1700] USD (Return)","Europe","Supersector","USD","Return","20-Nov-00"
"2131","BCHL","CH0009095990","DJS TMI Chem [1300] USD (Price)","Europe","Supersector","USD","Price","20-Nov-00"
"2132","BCHP","CH0009095917","DJS TMI Chem [1300] EUR (Price)","Europe","Supersector","EUR","Price","20-Nov-00"
"2133","BCHR","CH0009096055","DJS TMI Chem [1300] EUR (Return)","Europe","Supersector","EUR","Return","20-Nov-00"
"2134","BCHV","CH0009096097","DJS TMI Chem [1300] USD (Return)","Europe","Supersector","USD","Return","20-Nov-00"
"2135","BCNL","CH0009097400","DJS TMI Cns&Mat [2300] USD (Price)","Europe","Supersector","USD","Price","20-Nov-00"
"2136","BCNP","CH0009097384","DJS TMI Cns&Mat [2300] EUR (Price)","Europe","Supersector","EUR","Price","20-Nov-00"
"2137","BCNR","CH0009097426","DJS TMI Cns&Mat [2300] EUR (Return)","Europe","Supersector","EUR","Return","20-Nov-00"
"2138","BCNV","CH0009097434","DJS TMI Cns&Mat [2300] USD (Return)","Europe","Supersector","USD","Return","20-Nov-00"
"2139","BFSL","CH0009099265","DJS TMI Fin Svcs [8700] USD (Price)","Europe","Supersector","USD","Price","20-Nov-00"
"2140","BFSP","CH0009099257","DJS TMI Fin Svcs [8700] EUR (Price)","Europe","Supersector","EUR","Price","20-Nov-00"
"2141","BFSR","CH0009099281","DJS TMI Fin Svcs [8700] EUR (Return)","Europe","Supersector","EUR","Return","20-Nov-00"
"2142","BFSV","CH0009099307","DJS TMI Fin Svcs [8700] USD (Return)","Europe","Supersector","USD","Return","20-Nov-00"
"2143","BFOL","CH0009099711","DJS TMI Fd&Bvr [3500] USD (Price)","Europe","Supersector","USD","Price","20-Nov-00"
"2144","BFOP","CH0009099661","DJS TMI Fd&Bvr [3500] EUR (Price)","Europe","Supersector","EUR","Price","20-Nov-00"
"2145","BFOR","CH0009100766","DJS TMI Fd&Bvr [3500] EUR (Return)","Europe","Supersector","EUR","Return","20-Nov-00"
"2146","BFOV","CH0009100873","DJS TMI Fd&Bvr [3500] USD (Return)","Europe","Supersector","USD","Return","20-Nov-00"
"2147","BPHL","CH0009104487","DJS TMI Hea Care [4500] USD (Price)","Europe","Supersector","USD","Price","20-Nov-00"
"2148","BPHP","CH0009104404","DJS TMI Hea Care [4500] EUR (Price)","Europe","Supersector","EUR","Price","20-Nov-00"
"2149","BPHR","CH0009104495","DJS TMI Hea Care [4500] EUR (Return)","Europe","Supersector","EUR","Return","20-Nov-00"
"2150","BPHV","CH0009104529","DJS TMI Hea Care [4500] USD (Return)","Europe","Supersector","USD","Return","20-Nov-00"
