"","Symbol","ISIN","Description","Region","Classification","Curr","Type","Start"
"431","T7570T","CH0019132296","DJES TMI Gas Water [7570] EUR (Return)","Eurozone","Sector","EUR","Return","20-Sep-04"
"432","T7570U","CH0019132304","DJES TMI Gas Water [7570] USD (Return)","Eurozone","Sector","USD","Return","20-Sep-04"
"433","T8770E","CH0019132783","DJES TMI Gen Fincl [8770] EUR (Price)","Eurozone","Sector","EUR","Price","20-Sep-04"
"434","T8770K","CH0019132833","DJES TMI Gen Fincl [8770] USD (Price)","Eurozone","Sector","USD","Price","20-Sep-04"
"435","T8770T","CH0019132874","DJES TMI Gen Fincl [8770] EUR (Return)","Eurozone","Sector","EUR","Return","20-Sep-04"
"436","T8770U","CH0019132890","DJES TMI Gen Fincl [8770] USD (Return)","Eurozone","Sector","USD","Return","20-Sep-04"
"437","T2720E","CH0019125910","DJES TMI Gen Indus [2720] EUR (Price)","Eurozone","Sector","EUR","Price","20-Sep-04"
"438","T2720K","CH0019125928","DJES TMI Gen Indus [2720] USD (Price)","Eurozone","Sector","USD","Price","20-Sep-04"
"439","T2720T","CH0019125936","DJES TMI Gen Indus [2720] EUR (Return)","Eurozone","Sector","EUR","Return","20-Sep-04"
"440","T2720U","CH0019125944","DJES TMI Gen Indus [2720] USD (Return)","Eurozone","Sector","USD","Return","20-Sep-04"
"441","T5370E","CH0019204285","DJES TMI Gen Ret [5370] EUR (Price)","Eurozone","Sector","EUR","Price","20-Sep-04"
"442","T5370K","CH0019204301","DJES TMI Gen Ret [5370] USD (Price)","Eurozone","Sector","USD","Price","20-Sep-04"
"443","T5370T","CH0019204319","DJES TMI Gen Ret [5370] EUR (Return)","Eurozone","Sector","EUR","Return","20-Sep-04"
"444","T5370U","CH0019204350","DJES TMI Gen Ret [5370] USD (Return)","Eurozone","Sector","USD","Return","20-Sep-04"
"445","T4530E","CH0019126249","DJES TMI Hea Eq [4530] EUR (Price)","Eurozone","Sector","EUR","Price","20-Sep-04"
"446","T4530K","CH0019126256","DJES TMI Hea Eq [4530] USD (Price)","Eurozone","Sector","USD","Price","20-Sep-04"
"447","T4530T","CH0019126264","DJES TMI Hea Eq [4530] EUR (Return)","Eurozone","Sector","EUR","Return","20-Sep-04"
"448","T4530U","CH0019126272","DJES TMI Hea Eq [4530] USD (Return)","Eurozone","Sector","USD","Return","20-Sep-04"
"449","T3720E","CH0019126082","DJES TMI Hsh Gd [3720] EUR (Price)","Eurozone","Sector","EUR","Price","20-Sep-04"
"450","T3720K","CH0019126108","DJES TMI Hsh Gd [3720] USD (Price)","Eurozone","Sector","USD","Price","20-Sep-04"
"451","T3720T","CH0019126116","DJES TMI Hsh Gd [3720] EUR (Return)","Eurozone","Sector","EUR","Return","20-Sep-04"
"452","T3720U","CH0019126124","DJES TMI Hsh Gd [3720] USD (Return)","Eurozone","Sector","USD","Return","20-Sep-04"
"453","SXEIEQ","CH0013313066","DJES TMI Indus Eng [2750] EUR (Price)","Eurozone","Sector","EUR","Price","24-Dec-01"
"454","SXKIEQ","CH0013312944","DJES TMI Indus Eng [2750] USD (Price)","Eurozone","Sector","USD","Price","24-Dec-01"
"455","SXTIEQ","CH0013313140","DJES TMI Indus Eng [2750] EUR (Return)","Eurozone","Sector","EUR","Return","24-Dec-01"
"456","SXUIEQ","CH0013312977","DJES TMI Indus Eng [2750] USD (Return)","Eurozone","Sector","USD","Return","24-Dec-01"
"457","T1750E","CH0019125811","DJES TMI Indus Mtl [1750] EUR (Price)","Eurozone","Sector","EUR","Price","20-Sep-04"
"458","T1750K","CH0019125845","DJES TMI Indus Mtl [1750] USD (Price)","Eurozone","Sector","USD","Price","20-Sep-04"
"459","T1750T","CH0019125852","DJES TMI Indus Mtl [1750] EUR (Return)","Eurozone","Sector","EUR","Return","20-Sep-04"
"460","T1750U","CH0019125860","DJES TMI Indus Mtl [1750] USD (Return)","Eurozone","Sector","USD","Return","20-Sep-04"
"461","SIETRA","CH0010543897","DJES TMI Indus Tra [2770] EUR (Price)","Eurozone","Sector","EUR","Price","24-Dec-01"
"462","SIKTRA","CH0010543905","DJES TMI Indus Tra [2770] USD (Price)","Eurozone","Sector","USD","Price","24-Dec-01"
"463","SITTRA","CH0010543913","DJES TMI Indus Tra [2770] EUR (Return)","Eurozone","Sector","EUR","Return","24-Dec-01"
"464","SIUTRA","CH0010543921","DJES TMI Indus Tra [2770] USD (Return)","Eurozone","Sector","USD","Return","24-Dec-01"
"465","T8570E","CH0019133153","DJES TMI Life Ins [8570] EUR (Price)","Eurozone","Sector","EUR","Price","20-Sep-04"
"466","T8570K","CH0019133179","DJES TMI Life Ins [8570] USD (Price)","Eurozone","Sector","USD","Price","20-Sep-04"
"467","T8570T","CH0019133187","DJES TMI Life Ins [8570] EUR (Return)","Eurozone","Sector","EUR","Return","20-Sep-04"
"468","T8570U","CH0019133195","DJES TMI Life Ins [8570] USD (Return)","Eurozone","Sector","USD","Return","20-Sep-04"
"469","BMDE","CH0009103588","DJES TMI Media [5550] EUR (Price)","Eurozone","Sector","EUR","Price","20-Nov-00"
"470","BMDK","CH0009103604","DJES TMI Media [5550] USD (Price)","Eurozone","Sector","USD","Price","20-Nov-00"
"471","BMDT","CH0009103612","DJES TMI Media [5550] EUR (Return)","Eurozone","Sector","EUR","Return","20-Nov-00"
"472","BMDU","CH0009103620","DJES TMI Media [5550] USD (Return)","Eurozone","Sector","USD","Return","20-Nov-00"
"473","SIECTS","CH0010540380","DJES TMI Mb Telcom [6570] EUR (Price)","Eurozone","Sector","EUR","Price","01-Apr-99"
"474","SIKCTS","CH0010540398","DJES TMI Mb Telcom [6570] USD (Price)","Eurozone","Sector","USD","Price","01-Apr-99"
"475","SITCTS","CH0010540406","DJES TMI Mb Telcom [6570] EUR (Return)","Eurozone","Sector","EUR","Return","01-Apr-99"
"476","SIUCTS","CH0010540414","DJES TMI Mb Telcom [6570] USD (Return)","Eurozone","Sector","USD","Return","01-Apr-99"
"477","T8530E","CH0019132379","DJES TMI Nlife Ins [8530] EUR (Price)","Eurozone","Sector","EUR","Price","20-Sep-04"
"478","T8530K","CH0019132551","DJES TMI Nlife Ins [8530] USD (Price)","Eurozone","Sector","USD","Price","20-Sep-04"
"479","T8530T","CH0019132650","DJES TMI Nlife Ins [8530] EUR (Return)","Eurozone","Sector","EUR","Return","20-Sep-04"
"480","T8530U","CH0019132676","DJES TMI Nlife Ins [8530] USD (Return)","Eurozone","Sector","USD","Return","20-Sep-04"
"481","T0530E","CH0019125514","DJES TMI Oil&Gas [0530] EUR (Price)","Eurozone","Sector","EUR","Price","20-Sep-04"
"482","T0530K","CH0019125548","DJES TMI Oil&Gas [0530] USD (Price)","Eurozone","Sector","USD","Price","20-Sep-04"
"483","T0530T","CH0019125589","DJES TMI Oil&Gas [0530] EUR (Return)","Eurozone","Sector","EUR","Return","20-Sep-04"
"484","T0530U","CH0019125613","DJES TMI Oil&Gas [0530] USD (Return)","Eurozone","Sector","USD","Return","20-Sep-04"
"485","T0570E","CH0019125670","DJES TMI Oil Eq [0570] EUR (Price)","Eurozone","Sector","EUR","Price","20-Sep-04"
"486","T0570K","CH0019125712","DJES TMI Oil Eq [0570] USD (Price)","Eurozone","Sector","USD","Price","20-Sep-04"
"487","T0570T","CH0019125753","DJES TMI Oil Eq [0570] EUR (Return)","Eurozone","Sector","EUR","Return","20-Sep-04"
"488","T0570U","CH0019125761","DJES TMI Oil Eq [0570] USD (Return)","Eurozone","Sector","USD","Return","20-Sep-04"
"489","T3760E","CH0019126181","DJES TMI Pers Gds [3760] EUR (Price)","Eurozone","Sector","EUR","Price","20-Sep-04"
"490","T3760K","CH0019126199","DJES TMI Pers Gds [3760] USD (Price)","Eurozone","Sector","USD","Price","20-Sep-04"
"491","T3760T","CH0019126207","DJES TMI Pers Gds [3760] EUR (Return)","Eurozone","Sector","EUR","Return","20-Sep-04"
"492","T3760U","CH0019126215","DJES TMI Pers Gds [3760] USD (Return)","Eurozone","Sector","USD","Return","20-Sep-04"
"493","T4570E","CH0019126298","DJES TMI Pharm&Bio [4570] EUR (Price)","Eurozone","Sector","EUR","Price","20-Sep-04"
"494","T4570K","CH0019126314","DJES TMI Pharm&Bio [4570] USD (Price)","Eurozone","Sector","USD","Price","20-Sep-04"
"495","T4570T","CH0019126322","DJES TMI Pharm&Bio [4570] EUR (Return)","Eurozone","Sector","EUR","Return","20-Sep-04"
"496","T4570U","CH0019126355","DJES TMI Pharm&Bio [4570] USD (Return)","Eurozone","Sector","USD","Return","20-Sep-04"
"497","T8630E","CH0043942629","DJES TMI Rea Es IS [8630] EUR (Price)","Eurozone","Sector","EUR","Price","22-Sep-08"
"498","T8630T","CH0043942637","DJES TMI Rea Es IS [8630] EUR (Return)","Eurozone","Sector","EUR","Return","22-Sep-08"
"499","T8630K","CH0043942645","DJES TMI Rea Es IS [8630] USD (Price)","Eurozone","Sector","USD","Price","22-Sep-08"
"500","T8630U","CH0043942652","DJES TMI Rea Es IS [8630] USD (Return)","Eurozone","Sector","USD","Return","22-Sep-08"
"501","T8670E","CH0043942561","DJES TMI REITS [8670] EUR (Price)","Eurozone","Sector","EUR","Price","22-Sep-08"
"502","T8670T","CH0043942579","DJES TMI REITS [8670] EUR (Return)","Eurozone","Sector","EUR","Return","22-Sep-08"
"503","T8670K","CH0043942595","DJES TMI REITS [8670] USD (Price)","Eurozone","Sector","USD","Price","22-Sep-08"
"504","T8670U","CH0043942611","DJES TMI REITS [8670] USD (Return)","Eurozone","Sector","USD","Return","22-Sep-08"
"505","T9530E","CH0019132924","DJES TMI Sw&Svcs [9530] EUR (Price)","Eurozone","Sector","EUR","Price","20-Sep-04"
"506","T9530K","CH0019132957","DJES TMI Sw&Svcs [9530] USD (Price)","Eurozone","Sector","USD","Price","20-Sep-04"
"507","T9530T","CH0019132965","DJES TMI Sw&Svcs [9530] EUR (Return)","Eurozone","Sector","EUR","Return","20-Sep-04"
"508","T9530U","CH0019133005","DJES TMI Sw&Svcs [9530] USD (Return)","Eurozone","Sector","USD","Return","20-Sep-04"
"509","SXESVC","CH0004049885","DJES TMI Supp Svcs [2790] EUR (Price)","Eurozone","Sector","EUR","Price","01-Apr-99"
"510","SXKSVC","CH0004050073","DJES TMI Supp Svcs [2790] USD (Price)","Eurozone","Sector","USD","Price","01-Apr-99"
"511","SXTSVC","CH0004050115","DJES TMI Supp Svcs [2790] EUR (Return)","Eurozone","Sector","EUR","Return","01-Apr-99"
"512","SXUSVC","CH0004050149","DJES TMI Supp Svcs [2790] USD (Return)","Eurozone","Sector","USD","Return","01-Apr-99"
"513","T9570E","CH0019133047","DJES TMI Tech Eq [9570] EUR (Price)","Eurozone","Sector","EUR","Price","20-Sep-04"
"514","T9570K","CH0019133070","DJES TMI Tech Eq [9570] USD (Price)","Eurozone","Sector","USD","Price","20-Sep-04"
"515","T9570T","CH0019133088","DJES TMI Tech Eq [9570] EUR (Return)","Eurozone","Sector","EUR","Return","20-Sep-04"
"516","T9570U","CH0019133112","DJES TMI Tech Eq [9570] USD (Return)","Eurozone","Sector","USD","Return","20-Sep-04"
"517","T5700E","CH0019114393","DJES TMI Trv&Lsr [5750] EUR (Price)","Eurozone","Sector","EUR","Price","20-Sep-04"
"518","T5700K","CH0019114435","DJES TMI Trv&Lsr [5750] USD (Price)","Eurozone","Sector","USD","Price","20-Sep-04"
"519","T5700T","CH0019114450","DJES TMI Trv&Lsr [5750] EUR (Return)","Eurozone","Sector","EUR","Return","20-Sep-04"
"520","T5700U","CH0019114500","DJES TMI Trv&Lsr [5750] USD (Return)","Eurozone","Sector","USD","Return","20-Sep-04"
"521","S8670P","CH0043941332","DJS REITS [8670] EUR (Price)","Europe","Sector","EUR","Price","22-Sep-08"
"522","S8670R","CH0043941340","DJS REITS [8670] EUR Return)","Europe","Sector","EUR","Return","22-Sep-08"
"523","S8670L","CH0043941365","DJS REITS [8670] USD (Price)","Europe","Sector","USD","Price","22-Sep-08"
"524","S8670V","CH0043941373","DJS REITS [8670] USD (Return)","Europe","Sector","USD","Return","22-Sep-08"
"525","S8737AL","US2609471063","DJS Am600 REITS USD (Price)","Americas","Sector","USD","Price","16-Jul-07"
"526","S8737AP","US26064Q1004","DJS Am600 REITS EUR (Price)","Americas","Sector","EUR","Price","16-Jul-07"
"527","S8737AR","US2609501000","DJS Am600 REITS EUR (Return)","Americas","Sector","EUR","Return","16-Jul-07"
"528","S8737AV","US2609491020","DJS Am600 REITS USD (Return)","Americas","Sector","USD","Return","16-Jul-07"
"529","S8737PL","US2609481047","DJS Ap600 REITS USD (Price)","Asia/Pacific","Sector","USD","Price","16-Jul-07"
"530","S8737PP","US2609531049","DJS Ap600 REITS EUR (Price)","Asia/Pacific","Sector","EUR","Price","16-Jul-07"
"531","S8737PR","US2609601099","DJS Ap600 REITS EUR (Return)","Asia/Pacific","Sector","EUR","Return","16-Jul-07"
"532","S8737PV","US2609551096","DJS Ap600 REITS USD (Return)","Asia/Pacific","Sector","USD","Return","16-Jul-07"
"533","S8737GP","US2609511082","DJS Gl1800 REITS EUR (Price)","Global","Sector","EUR","Price","16-Jul-07"
"534","S8737GR","US2609571052","DJS Gl1800 REITS EUR (Return)","Global","Sector","EUR","Return","16-Jul-07"
"535","S8737GL","US26063U1025","DJS Gl1800 REITS USD (Price)","Global","Sector","USD","Price","16-Jul-07"
"536","S8737GV","US2609521065","DJS Gl1800 REITS USD (Return)","Global","Sector","USD","Return","16-Jul-07"
"537","SXLARO","CH0004102312","DJS TMI Aro&Def [2710] USD (Price)","Europe","Sector","USD","Price","01-Apr-99"
"538","SXPARO","CH0004102270","DJS TMI Aro&Def [2710] EUR (Price)","Europe","Sector","EUR","Price","01-Apr-99"
"539","SXRARO","CH0004102361","DJS TMI Aro&Def [2710] EUR (Return)","Europe","Sector","EUR","Return","01-Apr-99"
"540","SXVARO","CH0004102379","DJS TMI Aro&Def [2710] USD (Return)","Europe","Sector","USD","Return","01-Apr-99"
"541","T0580P","CH0043942520","DJS TMI Alt Energ [0580] EUR (Price)","Europe","Sector","EUR","Price","22-Sep-08"
"542","T0580R","CH0043942538","DJS TMI Alt Energ [0580] EUR (Return)","Europe","Sector","EUR","Return","22-Sep-08"
"543","T0580L","CH0043942546","DJS TMI Alt Energ [0580] USD (Price)","Europe","Sector","USD","Price","22-Sep-08"
"544","T0580V","CH0043942553","DJS TMI Alt Energ [0580] USD (Return)","Europe","Sector","USD","Return","22-Sep-08"
"545","BATL","CH0009093862","DJS TMI Aut&Prt [3350] USD (Price)","Europe","Sector","USD","Price","20-Nov-00"
"546","BATP","CH0009093821","DJS TMI Aut&Prt [3350] EUR (Price)","Europe","Sector","EUR","Price","20-Nov-00"
"547","BATR","CH0009093870","DJS TMI Aut&Prt [3350] EUR (Return)","Europe","Sector","EUR","Return","20-Nov-00"
"548","BATV","CH0009093896","DJS TMI Aut&Prt [3350] USD (Return)","Europe","Sector","USD","Return","20-Nov-00"
"549","BBAL","CH0009094589","DJS TMI Banks [8350] USD (Price)","Europe","Sector","USD","Price","20-Nov-00"
"550","BBAP","CH0009094316","DJS TMI Banks [8350] EUR (Price)","Europe","Sector","EUR","Price","20-Nov-00"
"551","BBAR","CH0009094704","DJS TMI Banks [8350] EUR (Return)","Europe","Sector","EUR","Return","20-Nov-00"
"552","BBAV","CH0009094779","DJS TMI Banks [8350] USD (Return)","Europe","Sector","USD","Return","20-Nov-00"
"553","SILBVG","CH0013313645","DJS TMI Beverages [3530] USD (Price)","Europe","Sector","USD","Price","24-Dec-01"
"554","SIPBVG","CH0013313678","DJS TMI Beverages [3530] EUR (Price)","Europe","Sector","EUR","Price","24-Dec-01"
"555","SIRBVG","CH0013313702","DJS TMI Beverages [3530] EUR (Return)","Europe","Sector","EUR","Return","24-Dec-01"
"556","SIVBVG","CH0013313652","DJS TMI Beverages [3530] USD (Return)","Europe","Sector","USD","Return","24-Dec-01"
"557","BCHL","CH0009095990","DJS TMI Chem [1350] USD (Price)","Europe","Sector","USD","Price","20-Nov-00"
"558","BCHP","CH0009095917","DJS TMI Chem [1350] EUR (Price)","Europe","Sector","EUR","Price","20-Nov-00"
"559","BCHR","CH0009096055","DJS TMI Chem [1350] EUR (Return)","Europe","Sector","EUR","Return","20-Nov-00"
"560","BCHV","CH0009096097","DJS TMI Chem [1350] USD (Return)","Europe","Sector","USD","Return","20-Nov-00"
"561","BCNL","CH0009097400","DJS TMI Cns&Mat [2350] USD (Price)","Europe","Sector","USD","Price","20-Nov-00"
"562","BCNP","CH0009097384","DJS TMI Cns&Mat [2350] EUR (Price)","Europe","Sector","EUR","Price","20-Nov-00"
"563","BCNR","CH0009097426","DJS TMI Cns&Mat [2350] EUR (Return)","Europe","Sector","EUR","Return","20-Nov-00"
"564","BCNV","CH0009097434","DJS TMI Cns&Mat [2350] USD (Return)","Europe","Sector","USD","Return","20-Nov-00"
"565","SXLELC","CH0004103211","DJS TMI Electr [7530] USD (Price)","Europe","Sector","USD","Price","01-Apr-99"
"566","SXPELC","CH0004103203","DJS TMI Electr [7530] EUR (Price)","Europe","Sector","EUR","Price","01-Apr-99"
"567","SXRELC","CH0004103237","DJS TMI Electr [7530] EUR (Return)","Europe","Sector","EUR","Return","01-Apr-99"
"568","SXVELC","CH0004103252","DJS TMI Electr [7530] USD (Return)","Europe","Sector","USD","Return","01-Apr-99"
"569","T2730L","CH0019123162","DJS TMI Electr Eq [2730] USD (Price)","Europe","Sector","USD","Price","20-Sep-04"
"570","T2730P","CH0019123089","DJS TMI Electr Eq [2730] EUR (Price)","Europe","Sector","EUR","Price","20-Sep-04"
"571","T2730R","CH0019123220","DJS TMI Electr Eq [2730] EUR (Return)","Europe","Sector","EUR","Return","20-Sep-04"
"572","T2730V","CH0019123238","DJS TMI Electr Eq [2730] USD (Return)","Europe","Sector","USD","Return","20-Sep-04"
"573","SILFTS","CH0010542188","DJS TMI Fx Telcom [6530] USD (Price)","Europe","Sector","USD","Price","24-Dec-01"
"574","SIPFTS","CH0010542170","DJS TMI Fx Telcom [6530] EUR (Price)","Europe","Sector","EUR","Price","24-Dec-01"
"575","SIRFTS","CH0010542196","DJS TMI Fx Telcom [6530] EUR (Return)","Europe","Sector","EUR","Return","24-Dec-01"
"576","SIVFTS","CH0010542204","DJS TMI Fx Telcom [6530] USD (Return)","Europe","Sector","USD","Return","24-Dec-01"
"577","T5330L","CH0019124228","DJS TMI Fd&Drg [5330] USD (Price)","Europe","Sector","USD","Price","20-Sep-04"
"578","T5330P","CH0019124186","DJS TMI Fd&Drg [5330] EUR (Price)","Europe","Sector","EUR","Price","20-Sep-04"
"579","T5330R","CH0019124251","DJS TMI Fd&Drg [5330] EUR (Return)","Europe","Sector","EUR","Return","20-Sep-04"
"580","T5330V","CH0019124285","DJS TMI Fd&Drg [5330] USD (Return)","Europe","Sector","USD","Return","20-Sep-04"
"581","SXLFOA","CH0013313785","DJS TMI Food Prod [3570] USD (Price)","Europe","Sector","USD","Price","24-Dec-01"
"582","SXPFOA","CH0013313827","DJS TMI Food Prod [3570] EUR (Price)","Europe","Sector","EUR","Price","24-Dec-01"
"583","SXRFOA","CH0013313868","DJS TMI Food Prod [3570] EUR (Return)","Europe","Sector","EUR","Return","24-Dec-01"
"584","SXVFOA","CH0013313819","DJS TMI Food Prod [3570] USD (Return)","Europe","Sector","USD","Return","24-Dec-01"
"585","SILFRP","CH0010542261","DJS TMI Forst&Pap [1730] USD (Price)","Europe","Sector","USD","Price","24-Dec-01"
"586","SIPFRP","CH0010542253","DJS TMI Forst&Pap [1730] EUR (Price)","Europe","Sector","EUR","Price","24-Dec-01"
"587","SIRFRP","CH0010542279","DJS TMI Forst&Pap [1730] EUR (Return)","Europe","Sector","EUR","Return","24-Dec-01"
"588","SIVFRP","CH0010542287","DJS TMI Forst&Pap [1730] USD (Return)","Europe","Sector","USD","Return","24-Dec-01"
"589","T7570L","CH0019124434","DJS TMI Gas Water [7570] USD (Price)","Europe","Sector","USD","Price","20-Sep-04"
"590","T7570P","CH0019124384","DJS TMI Gas Water [7570] EUR (Price)","Europe","Sector","EUR","Price","20-Sep-04"
"591","T7570R","CH0019124475","DJS TMI Gas Water [7570] EUR (Return)","Europe","Sector","EUR","Return","20-Sep-04"
"592","T7570V","CH0019124517","DJS TMI Gas Water [7570] USD (Return)","Europe","Sector","USD","Return","20-Sep-04"
"593","T8770L","CH0019124798","DJS TMI Gen Fincl [8770] USD (Price)","Europe","Sector","USD","Price","20-Sep-04"
"594","T8770P","CH0019124764","DJS TMI Gen Fincl [8770] EUR (Price)","Europe","Sector","EUR","Price","20-Sep-04"
"595","T8770R","CH0019124822","DJS TMI Gen Fincl [8770] EUR (Return)","Europe","Sector","EUR","Return","20-Sep-04"
"596","T8770V","CH0019124855","DJS TMI Gen Fincl [8770] USD (Return)","Europe","Sector","USD","Return","20-Sep-04"
"597","T2720L","CH0019122917","DJS TMI Gen Indus [2720] USD (Price)","Europe","Sector","USD","Price","20-Sep-04"
"598","T2720P","CH0019122867","DJS TMI Gen Indus [2720] EUR (Price)","Europe","Sector","EUR","Price","20-Sep-04"
"599","T2720R","CH0019122933","DJS TMI Gen Indus [2720] EUR (Return)","Europe","Sector","EUR","Return","20-Sep-04"
"600","T2720V","CH0019122974","DJS TMI Gen Indus [2720] USD (Return)","Europe","Sector","USD","Return","20-Sep-04"
"601","T5370L","CH0019204194","DJS TMI Gen Ret [5370] USD (Price)","Europe","Sector","USD","Price","20-Sep-04"
"602","T5370P","CH0019204137","DJS TMI Gen Ret [5370] EUR (Price)","Europe","Sector","EUR","Price","20-Sep-04"
"603","T5370R","CH0019204210","DJS TMI Gen Ret [5370] EUR (Return)","Europe","Sector","EUR","Return","20-Sep-04"
"604","T5370V","CH0019204228","DJS TMI Gen Ret [5370] USD (Return)","Europe","Sector","USD","Return","20-Sep-04"
"605","T4530L","CH0019123907","DJS TMI Hea Eq [4530] USD (Price)","Europe","Sector","USD","Price","20-Sep-04"
"606","T4530P","CH0019123832","DJS TMI Hea Eq [4530] EUR (Price)","Europe","Sector","EUR","Price","20-Sep-04"
"607","T4530R","CH0019123949","DJS TMI Hea Eq [4530] EUR (Return)","Europe","Sector","EUR","Return","20-Sep-04"
"608","T4530V","CH0019123964","DJS TMI Hea Eq [4530] USD (Return)","Europe","Sector","USD","Return","20-Sep-04"
"609","T3720L","CH0019123386","DJS TMI Hsh Gd [3720] USD (Price)","Europe","Sector","USD","Price","20-Sep-04"
"610","T3720P","CH0019123311","DJS TMI Hsh Gd [3720] EUR (Price)","Europe","Sector","EUR","Price","20-Sep-04"
"611","T3720R","CH0019123436","DJS TMI Hsh Gd [3720] EUR (Return)","Europe","Sector","EUR","Return","20-Sep-04"
"612","T3720V","CH0019123451","DJS TMI Hsh Gd [3720] USD (Return)","Europe","Sector","USD","Return","20-Sep-04"
"613","SXLIEQ","CH0013313876","DJS TMI Indus Eng [2750] USD (Price)","Europe","Sector","USD","Price","24-Dec-01"
"614","SXPIEQ","CH0013314007","DJS TMI Indus Eng [2750] EUR (Price)","Europe","Sector","EUR","Price","24-Dec-01"
"615","SXRIEQ","CH0013313447","DJS TMI Indus Eng [2750] EUR (Return)","Europe","Sector","EUR","Return","24-Dec-01"
"616","SXVIEQ","CH0013313959","DJS TMI Indus Eng [2750] USD (Return)","Europe","Sector","USD","Return","24-Dec-01"
"617","T1750L","CH0019122503","DJS TMI Indus Mtl [1750] USD (Price)","Europe","Sector","USD","Price","20-Sep-04"
"618","T1750P","CH0019122446","DJS TMI Indus Mtl [1750] EUR (Price)","Europe","Sector","EUR","Price","20-Sep-04"
"619","T1750R","CH0019122529","DJS TMI Indus Mtl [1750] EUR (Return)","Europe","Sector","EUR","Return","20-Sep-04"
"620","T1750V","CH0019122560","DJS TMI Indus Mtl [1750] USD (Return)","Europe","Sector","USD","Return","20-Sep-04"
"621","SILTRA","CH0010542477","DJS TMI Indus Tra [2770] USD (Price)","Europe","Sector","USD","Price","24-Dec-01"
"622","SIPTRA","CH0010542469","DJS TMI Indus Tra [2770] EUR (Price)","Europe","Sector","EUR","Price","24-Dec-01"
"623","SIRTRA","CH0010542485","DJS TMI Indus Tra [2770] EUR (Return)","Europe","Sector","EUR","Return","24-Dec-01"
"624","SIVTRA","CH0010542493","DJS TMI Indus Tra [2770] USD (Return)","Europe","Sector","USD","Return","24-Dec-01"
"625","T3740L","CH0019123543","DJS TMI Leisr Gds [3740] USD (Price)","Europe","Sector","USD","Price","20-Sep-04"
"626","T3740P","CH0019123519","DJS TMI Leisr Gds [3740] EUR (Price)","Europe","Sector","EUR","Price","20-Sep-04"
"627","T3740R","CH0019123592","DJS TMI Leisr Gds [3740] EUR (Return)","Europe","Sector","EUR","Return","20-Sep-04"
"628","T3740V","CH0019123626","DJS TMI Leisr Gds [3740] USD (Return)","Europe","Sector","USD","Return","20-Sep-04"
"629","T8570L","CH0019125381","DJS TMI Life Ins [8570] USD (Price)","Europe","Sector","USD","Price","20-Sep-04"
"630","T8570P","CH0019125332","DJS TMI Life Ins [8570] EUR (Price)","Europe","Sector","EUR","Price","20-Sep-04"
"631","T8570R","CH0019125423","DJS TMI Life Ins [8570] EUR (Return)","Europe","Sector","EUR","Return","20-Sep-04"
"632","T8570V","CH0019125472","DJS TMI Life Ins [8570] USD (Return)","Europe","Sector","USD","Return","20-Sep-04"
"633","BMDL","CH0009103703","DJS TMI Media [5550] USD (Price)","Europe","Sector","USD","Price","20-Nov-00"
"634","BMDP","CH0009103661","DJS TMI Media [5550] EUR (Price)","Europe","Sector","EUR","Price","20-Nov-00"
"635","BMDR","CH0009103737","DJS TMI Media [5550] EUR (Return)","Europe","Sector","EUR","Return","20-Nov-00"
"636","BMDV","CH0009103745","DJS TMI Media [5550] USD (Return)","Europe","Sector","USD","Return","20-Nov-00"
"637","T1770L","CH0019122776","DJS TMI Mining [1770] USD (Price)","Europe","Sector","USD","Price","20-Sep-04"
"638","T1770P","CH0019122743","DJS TMI Mining [1770] EUR (Price)","Europe","Sector","EUR","Price","20-Sep-04"
"639","T1770R","CH0019122800","DJS TMI Mining [1770] EUR (Return)","Europe","Sector","EUR","Return","20-Sep-04"
"640","T1770V","CH0019122842","DJS TMI Mining [1770] USD (Return)","Europe","Sector","USD","Return","20-Sep-04"
"641","SILCTS","CH0010543012","DJS TMI Mb Telcom [6570] USD (Price)","Europe","Sector","USD","Price","24-Dec-01"
"642","SIPCTS","CH0010543004","DJS TMI Mb Telcom [6570] EUR (Price)","Europe","Sector","EUR","Price","24-Dec-01"
"643","SIRCTS","CH0010543020","DJS TMI Mb Telcom [6570] EUR (Return)","Europe","Sector","EUR","Return","24-Dec-01"
"644","SIVCTS","CH0010543038","DJS TMI Mb Telcom [6570] USD (Return)","Europe","Sector","USD","Return","24-Dec-01"
"645","T8530L","CH0019124624","DJS TMI Nlife Ins [8530] USD (Price)","Europe","Sector","USD","Price","20-Sep-04"
"646","T8530P","CH0019124566","DJS TMI Nlife Ins [8530] EUR (Price)","Europe","Sector","EUR","Price","20-Sep-04"
"647","T8530R","CH0019124657","DJS TMI Nlife Ins [8530] EUR (Return)","Europe","Sector","EUR","Return","20-Sep-04"
"648","T8530V","CH0019124681","DJS TMI Nlife Ins [8530] USD (Return)","Europe","Sector","USD","Return","20-Sep-04"
"649","T0530L","CH0019122008","DJS TMI Oil&Gas [0530] USD (Price)","Europe","Sector","USD","Price","20-Sep-04"
"650","T0530P","CH0019121893","DJS TMI Oil&Gas [0530] EUR (Price)","Europe","Sector","EUR","Price","20-Sep-04"
"651","T0530R","CH0019122123","DJS TMI Oil&Gas [0530] EUR (Return)","Europe","Sector","EUR","Return","20-Sep-04"
"652","T0530V","CH0019122156","DJS TMI Oil&Gas [0530] USD (Return)","Europe","Sector","USD","Return","20-Sep-04"
